"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",550.162597687964,85.2272727272727,23.455545137301,126,70,0.527243184993525
"MT.de",573.601404241481,91.5363636363636,23.9499771240283,151,135,0.936749763536751
"MT.presence",539.326336255795,83.9,23.2234006178207,102,54,0.569442919388568
"MT.future",560.63506965589,88.6545454545455,23.6777336258327,140,110,0.734788313821238
"MT.climate",533.306069534175,84.6181818181818,23.0934204814743,91,64,0.320589662872903
"MT.de.present",561.449748304643,90.6818181818182,23.6949308567179,142,130,0.902419414524764
"MT.de.future",549.069982332784,89.2909090909091,23.4322423667216,124,121,0.682206807070695
"MT.de.climate",574.244544332835,91.8,23.9634000995859,152,139,0.939489654294631
"MT.currency",532.064224701833,97.4545454545455,23.0665173943063,87,169,0.463515893884818
"MT.taxation",536.158568343526,95.0818181818182,23.1550981069726,94,159,0.185571413137731
"MT.cycle",521.514756418183,81.8,22.8366975812656,68,30,0.172130301490995
"MT.labor",545.179821040505,86.1363636363636,23.3490860857659,110,81,0.912299440184743
"MT.budget",539.212480244601,87.4909090909091,23.2209491676073,100,98,0.484646128584709
"MT.de.taxation",521.947477757271,94.9636363636364,22.846169870621,69,158,0.0782208978973702
"MT.de.cycle",547.447465630391,84.8272727272727,23.3975952958929,117,67,0.560387689913799
"MT.de.labor",539.044009211945,83.2636363636364,23.2173213186178,99,48,0.590408970686132
"MT.de.budget",549.355735368407,82.4,23.4383390061755,125,37,0.68678938037355
"DMT.all",533.267725590078,83.6636363636364,23.0925902745898,90,50,0.386651541779056
"DMT.future",553.946770182473,90.1272727272727,23.5360738055962,130,127,0.788552832277977
"DMT.presence",521.169204088045,84.2454545454545,22.8291306029828,67,57,0.182840663323108
"DMT.climate",517.883470342486,80.3818181818182,22.757053199887,65,17,0.240945593126058
"DMT.de",561.864041175235,86.0727272727273,23.70367147037,143,80,0.918899362288488
"DMT.de.future",542.814321557332,90.9909090909091,23.2983759424843,107,133,0.752787254016929
"DMT.de.present",552.708877283262,85.5818181818182,23.509761319147,129,74,0.84730705896252
"DMT.de.climate",567.499099795048,87.4545454545455,23.8222396049374,147,97,0.945098832663018
"DMT.budget",492.807512104879,81.7909090909091,22.1992682785915,46,29,0.0573484224797383
"DMT.currency",505.782785867321,87.5818181818182,22.489615067122,54,99,0.0187673172931817
"DMT.labor",538.134045018728,82.5181818181818,23.1977163750816,98,38,0.435030544881433
"DMT.cycle",527.535669995887,86.8636363636364,22.9681446790089,78,90,0.29133652151276
"DMT.taxation",561.026512112388,97.6545454545455,23.685998229173,141,170,0.499192459327196
"DMT.de.budget",535.562201379158,88.9272727272727,23.142216863973,93,116,0.516975508010959
"DMT.de.labor",532.999872774519,82.8181818181818,23.0867900058566,89,41,0.326379206230265
"DMT.de.cycle",537.283061647276,89.0636363636364,23.179367153727,97,118,0.945093568933905
"DMT.de.taxation",552.13763260341,95.8818181818182,23.4976090827005,128,162,0.574583298152251
