"","mse","rank.mean","rmse","theilsu","rank.rmse","rank.rank.mean","cw.p"
"MT.all",865.368911640999,87.7757009345794,29.4171533571996,1.05159414392673,156,87,0.860850252677689
"MT.de",926.061813680043,85.803738317757,30.4312637542387,1.08784620889959,164,72,0.864325545094077
"MT.presence",884.561899943969,89.3738317757009,29.7415853636616,1.06319182620262,157,98,0.866974751979968
"MT.future",733.993552803286,95.018691588785,27.0923153828403,0.968486646415716,106,145,0.102929828238477
"MT.climate",850.519338389127,89.1682242990654,29.1636646940868,1.04253251955933,154,96,0.853338768761993
"MT.de.present",912.431026295776,90.7289719626168,30.2064732515363,1.07981047636687,163,111,0.851970739024178
"MT.de.future",817.789060278138,86.2616822429907,28.5970113871736,1.02227599466887,144,76,0.797146187832745
"MT.de.climate",909.350976882949,87.6448598130841,30.1554468858107,1.07798640363178,162,85,0.86137720791072
"MT.currency",830.64588834376,100.96261682243,28.8209279577143,1.0302804861793,149,165,0.798253266821975
"MT.taxation",785.134031780693,101.514018691589,28.0202432498487,1.0016578883467,128,166,0.718065117754868
"MT.cycle",706.62776925629,71.7757009345794,26.5824710901054,0.950260910361507,102,10,0.0738428609472215
"MT.labor",836.481210908797,94.5233644859813,28.9219849061021,1.03389303474365,152,144,0.860835911922633
"MT.budget",735.671940315947,106.158878504673,27.1232730384065,0.969593309895617,107,173,0.157982344235827
"MT.de.taxation",767.612113088067,101.859813084112,27.7058137055757,0.990417770602466,114,167,0.179086451328393
"MT.de.cycle",829.237500605366,75.1121495327103,28.7964841709082,1.02940667820922,148,18,0.765283112158026
"MT.de.labor",849.469283724261,93.0373831775701,29.1456563440294,1.04188876333886,153,138,0.843302221008874
"MT.de.budget",856.621672071105,91.018691588785,29.2680999053766,1.0462658330883,155,116,0.859347710846167
"DMT.all",779.362415711309,90.8691588785047,27.917063164153,0.997969442609955,125,112,0.130771710949452
"DMT.future",797.862529594574,93.5794392523364,28.2464604790507,1.00974462300099,139,141,0.876656239324385
"DMT.presence",767.651226109348,91.3831775700935,27.7065195596514,0.990443003227918,115,118,0.110372291088791
"DMT.climate",778.621221152809,92.1495327102804,27.9037850685675,0.997494781877467,124,127,0.0918915901104914
"DMT.de",782.651630288303,90.2242990654206,27.9759116078154,1.0000731362605,127,105,0.440541974874087
"DMT.de.future",801.31849054204,96.2336448598131,28.3075694919582,1.01192912669291,140,154,0.885713288613114
"DMT.de.present",773.220656593432,86.9439252336449,27.8068454987874,0.994029419928345,119,78,0.0505175043494251
"DMT.de.climate",786.153976495065,93.5700934579439,28.0384374831242,1.00230828945565,129,140,0.757378037528621
"DMT.budget",697.28808002936,88.7663551401869,26.4062129058553,0.943960094231343,99,91,0.116628386638426
"DMT.currency",770.055492473453,90.8971962616822,27.7498737379732,0.991992813282082,117,114,0.0813443502336488
"DMT.labor",765.390769591331,92.4299065420561,27.665696622195,0.98898367908986,112,131,0.166470022515899
"DMT.cycle",796.633529040251,90.018691588785,28.2246971470068,1.00896663499338,136,103,0.808149261641349
"DMT.taxation",777.634858618565,95.2616822429907,27.8861051173979,0.996862765145967,123,148,0.278856066157002
"DMT.de.budget",752.848831860793,93,27.4380908931506,0.980847308827212,109,137,0.127073578092709
"DMT.de.labor",771.151957032847,92.1775700934579,27.769622918449,0.992698800101525,118,129,0.17921786972136
"DMT.de.cycle",795.303024394033,89.6915887850467,28.2011174316557,1.00812371554847,135,101,0.742804074184321
"DMT.de.taxation",766.365708358972,93.4205607476636,27.6833110078793,0.989613352009248,113,139,0.163570051444816
